"",x,y,ph
13765,0.5,-1.5,21
13766,0.5,-1.5,23
13767,0.5,-1.5,21
13768,0.5,-1.5,20
13769,0.5,-1.5,15
13770,0.5,-1.5,14
13771,0.5,-1.5,14
13772,0.5,-1.5,22
13773,0.5,-1.5,13
13774,0.5,-1.5,24
13775,0.5,-1.5,16
13776,0.5,-1.5,19
13777,0.5,-1.5,16
13778,0.5,-1.5,18
13779,0.5,-1.5,19
13780,0.5,-1.5,18
13781,0.5,-1.5,16
13782,0.5,-1.5,16
13783,0.5,-1.5,14
13784,0.5,-1.5,18
13785,0.5,-1.5,30
13786,0.5,-1.5,19
13787,0.5,-1.5,13
13788,0.5,-1.5,18
13789,0.5,-1.5,24
13790,0.5,-1.5,23
13791,0.5,-1.5,22
13792,0.5,-1.5,27
13793,0.5,-1.5,20
13794,0.5,-1.5,16
13795,0.5,-1.5,25
13796,0.5,-1.5,15
13797,0.5,-1.5,15
13798,0.5,-1.5,23
13799,0.5,-1.5,22
13800,0.5,-1.5,12
13801,0.5,-1.5,20
13802,0.5,-1.5,10
13803,0.5,-1.5,18
13804,0.5,-1.5,15
13805,0.5,-1.5,16
13806,0.5,-1.5,23
13807,0.5,-1.5,20
13808,0.5,-1.5,18
13809,0.5,-1.5,10
13810,0.5,-1.5,19
13811,0.5,-1.5,28
13812,0.5,-1.5,18
13813,0.5,-1.5,18
13814,0.5,-1.5,19
13815,0.5,-1.5,19
13816,0.5,-1.5,13
13817,0.5,-1.5,17
13818,0.5,-1.5,26
13819,0.5,-1.5,15
13820,0.5,-1.5,12
13821,0.5,-1.5,18
13822,0.5,-1.5,23
13823,0.5,-1.5,21
13824,0.5,-1.5,33
13825,0.5,-1.5,15
13826,0.5,-1.5,30
13827,0.5,-1.5,15
13828,0.5,-1.5,21
13829,0.5,-1.5,21
13830,0.5,-1.5,21
13831,0.5,-1.5,11
13832,0.5,-1.5,15
13833,0.5,-1.5,17
13834,0.5,-1.5,27
13835,0.5,-1.5,21
13836,0.5,-1.5,21
13837,0.5,-1.5,20
13838,0.5,-1.5,15
13839,0.5,-1.5,18
13840,0.5,-1.5,22
13841,0.5,-1.5,20
13842,0.5,-1.5,21
13843,0.5,-1.5,29
13844,0.5,-1.5,18
13845,0.5,-1.5,13
13846,0.5,-1.5,14
13847,0.5,-1.5,12
13848,0.5,-1.5,24
13849,0.5,-1.5,16
13850,0.5,-1.5,12
13851,0.5,-1.5,13
13852,0.5,-1.5,22
13853,0.5,-1.5,31
13854,0.5,-1.5,20
13855,0.5,-1.5,24
13856,0.5,-1.5,19
13857,0.5,-1.5,16
13858,0.5,-1.5,17
13859,0.5,-1.5,17
13860,0.5,-1.5,23
13861,0.5,-1.5,7
13862,0.5,-1.5,10
13863,0.5,-1.5,28
13864,0.5,-1.5,19
13865,0.5,-1.5,16
13866,0.5,-1.5,21
13867,0.5,-1.5,19
13868,0.5,-1.5,18
13869,0.5,-1.5,17
13870,0.5,-1.5,22
13871,0.5,-1.5,12
13872,0.5,-1.5,25
13873,0.5,-1.5,23
13874,0.5,-1.5,13
13875,0.5,-1.5,16
13876,0.5,-1.5,19
13877,0.5,-1.5,12
13878,0.5,-1.5,17
13879,0.5,-1.5,19
13880,0.5,-1.5,16
13881,0.5,-1.5,18
13882,0.5,-1.5,14
13883,0.5,-1.5,14
13884,0.5,-1.5,14
13885,0.5,-1.5,25
13886,0.5,-1.5,17
13887,0.5,-1.5,18
13888,0.5,-1.5,19
13889,0.5,-1.5,21
13890,0.5,-1.5,15
13891,0.5,-1.5,25
13892,0.5,-1.5,19
13893,0.5,-1.5,16
13894,0.5,-1.5,16
13895,0.5,-1.5,31
13896,0.5,-1.5,16
13897,0.5,-1.5,24
13898,0.5,-1.5,21
13899,0.5,-1.5,29
13900,0.5,-1.5,17
13901,0.5,-1.5,22
13902,0.5,-1.5,13
13903,0.5,-1.5,17
13904,0.5,-1.5,15
13905,0.5,-1.5,16
13906,0.5,-1.5,21
13907,0.5,-1.5,13
13908,0.5,-1.5,19
13909,0.5,-1.5,15
13910,0.5,-1.5,13
13911,0.5,-1.5,19
13912,0.5,-1.5,25
13913,0.5,-1.5,23
13914,0.5,-1.5,24
13915,0.5,-1.5,18
13916,0.5,-1.5,18
13917,0.5,-1.5,18
13918,0.5,-1.5,21
13919,0.5,-1.5,16
13920,0.5,-1.5,13
13921,0.5,-1.5,17
13922,0.5,-1.5,12
13923,0.5,-1.5,26
13924,0.5,-1.5,19
13925,0.5,-1.5,13
13926,0.5,-1.5,17
13927,0.5,-1.5,16
13928,0.5,-1.5,14
13929,0.5,-1.5,22
13930,0.5,-1.5,15
13931,0.5,-1.5,16
13932,0.5,-1.5,18
13933,0.5,-1.5,19
13934,0.5,-1.5,19
13935,0.5,-1.5,16
13936,0.5,-1.5,17
13937,0.5,-1.5,18
13938,0.5,-1.5,19
13939,0.5,-1.5,14
13940,0.5,-1.5,27
13941,0.5,-1.5,23
13942,0.5,-1.5,21
13943,0.5,-1.5,16
13944,0.5,-1.5,13
13945,0.5,-1.5,32
13946,0.5,-1.5,11
13947,0.5,-1.5,20
13948,0.5,-1.5,20
13949,0.5,-1.5,22
13950,0.5,-1.5,15
13951,0.5,-1.5,19
13952,0.5,-1.5,17
13953,0.5,-1.5,19
13954,0.5,-1.5,13
13955,0.5,-1.5,25
13956,0.5,-1.5,24
13957,0.5,-1.5,17
13958,0.5,-1.5,24
13959,0.5,-1.5,14
13960,0.5,-1.5,20
13961,0.5,-1.5,11
13962,0.5,-1.5,21
13963,0.5,-1.5,19
13964,0.5,-1.5,16
13965,0.5,-1.5,15
13966,0.5,-1.5,18
13967,0.5,-1.5,18
13968,0.5,-1.5,29
13969,0.5,-1.5,22
13970,0.5,-1.5,14
13971,0.5,-1.5,19
13972,0.5,-1.5,18
13973,0.5,-1.5,16
13974,0.5,-1.5,20
13975,0.5,-1.5,21
13976,0.5,-1.5,13
13977,0.5,-1.5,18
13978,0.5,-1.5,19
13979,0.5,-1.5,10
13980,0.5,-1.5,18
13981,0.5,-1.5,24
13982,0.5,-1.5,14
13983,0.5,-1.5,18
13984,0.5,-1.5,16
13985,0.5,-1.5,15
13986,0.5,-1.5,22
13987,0.5,-1.5,19
13988,0.5,-1.5,17
13989,0.5,-1.5,12
13990,0.5,-1.5,13
13991,0.5,-1.5,20
13992,0.5,-1.5,17
13993,0.5,-1.5,14
13994,0.5,-1.5,19
13995,0.5,-1.5,15
13996,0.5,-1.5,22
13997,0.5,-1.5,18
13998,0.5,-1.5,19
13999,0.5,-1.5,18
14000,0.5,-1.5,26
14001,0.5,-1.5,12
14002,0.5,-1.5,19
14003,0.5,-1.5,17
14004,0.5,-1.5,18
14005,0.5,-1.5,13
14006,0.5,-1.5,18
14007,0.5,-1.5,19
14008,0.5,-1.5,20
14009,0.5,-1.5,18
14010,0.5,-1.5,19
14011,0.5,-1.5,19
14012,0.5,-1.5,22
14013,0.5,-1.5,24
14014,0.5,-1.5,18
14015,0.5,-1.5,12
14016,0.5,-1.5,24
14017,0.5,-1.5,10
14018,0.5,-1.5,16
14019,0.5,-1.5,20
14020,0.5,-1.5,19
14021,0.5,-1.5,25
14022,0.5,-1.5,11
14023,0.5,-1.5,11
14024,0.5,-1.5,7
14025,0.5,-1.5,12
14026,0.5,-1.5,19
14027,0.5,-1.5,16
14028,0.5,-1.5,23
14029,0.5,-1.5,14
14030,0.5,-1.5,16
14031,0.5,-1.5,17
14032,0.5,-1.5,24
14033,0.5,-1.5,20
14034,0.5,-1.5,15
14035,0.5,-1.5,16
14036,0.5,-1.5,16
14037,0.5,-1.5,13
14038,0.5,-1.5,12
14039,0.5,-1.5,25
14040,0.5,-1.5,14
14041,0.5,-1.5,11
14042,0.5,-1.5,20
14043,0.5,-1.5,21
14044,0.5,-1.5,19
14045,0.5,-1.5,19
14046,0.5,-1.5,17
14047,0.5,-1.5,16
14048,0.5,-1.5,14
14049,0.5,-1.5,15
14050,0.5,-1.5,18
14051,0.5,-1.5,19
14052,0.5,-1.5,20
14053,0.5,-1.5,15
14054,0.5,-1.5,20
14055,0.5,-1.5,17
14056,0.5,-1.5,11
14057,0.5,-1.5,19
14058,1.5,-1.5,14
14059,1.5,-1.5,18
14060,1.5,-1.5,14
14061,1.5,-1.5,14
14062,1.5,-1.5,11
14063,1.5,-1.5,23
14064,1.5,-1.5,19
14065,1.5,-1.5,20
14066,1.5,-1.5,15
14067,1.5,-1.5,14
14068,1.5,-1.5,7
14069,1.5,-1.5,18
14070,1.5,-1.5,13
14071,1.5,-1.5,20
14072,1.5,-1.5,17
14073,1.5,-1.5,22
14074,1.5,-1.5,13
14075,1.5,-1.5,26
14076,1.5,-1.5,16
14077,1.5,-1.5,16
14078,1.5,-1.5,13
14079,1.5,-1.5,13
14080,1.5,-1.5,20
14081,1.5,-1.5,17
14082,1.5,-1.5,21
14083,1.5,-1.5,22
14084,1.5,-1.5,9
14085,1.5,-1.5,14
14086,1.5,-1.5,14
14087,1.5,-1.5,18
14088,1.5,-1.5,19
14089,1.5,-1.5,20
14090,1.5,-1.5,9
14091,1.5,-1.5,16
14092,1.5,-1.5,17
14093,1.5,-1.5,19
14094,1.5,-1.5,16
14095,1.5,-1.5,15
14096,1.5,-1.5,20
14097,1.5,-1.5,14
14098,1.5,-1.5,22
14099,1.5,-1.5,15
14100,1.5,-1.5,16
14101,1.5,-1.5,15
14102,1.5,-1.5,10
14103,1.5,-1.5,23
14104,1.5,-1.5,15
14105,1.5,-1.5,27
14106,1.5,-1.5,13
14107,1.5,-1.5,13
14108,1.5,-1.5,23
14109,1.5,-1.5,15
14110,1.5,-1.5,13
14111,1.5,-1.5,23
14112,1.5,-1.5,20
14113,1.5,-1.5,12
14114,1.5,-1.5,15
14115,1.5,-1.5,12
14116,1.5,-1.5,18
14117,1.5,-1.5,21
14118,1.5,-1.5,18
14119,1.5,-1.5,16
14120,1.5,-1.5,9
14121,1.5,-1.5,14
14122,1.5,-1.5,26
14123,1.5,-1.5,9
14124,1.5,-1.5,20
14125,1.5,-1.5,22
14126,1.5,-1.5,17
14127,1.5,-1.5,17
14128,1.5,-1.5,15
14129,1.5,-1.5,13
14130,1.5,-1.5,19
14131,1.5,-1.5,10
14132,1.5,-1.5,17
14133,1.5,-1.5,17
14134,1.5,-1.5,8
14135,1.5,-1.5,22
14136,1.5,-1.5,11
14137,1.5,-1.5,15
14138,1.5,-1.5,14
14139,1.5,-1.5,18
14140,1.5,-1.5,17
14141,1.5,-1.5,20
14142,1.5,-1.5,15
14143,1.5,-1.5,14
14144,1.5,-1.5,12
14145,1.5,-1.5,10
14146,1.5,-1.5,11
14147,1.5,-1.5,24
14148,1.5,-1.5,17
14149,1.5,-1.5,13
14150,1.5,-1.5,19
14151,1.5,-1.5,10
14152,1.5,-1.5,15
14153,1.5,-1.5,13
14154,1.5,-1.5,16
14155,1.5,-1.5,17
14156,1.5,-1.5,15
14157,1.5,-1.5,21
14158,1.5,-1.5,17
14159,1.5,-1.5,20
14160,1.5,-1.5,17
14161,1.5,-1.5,15
14162,1.5,-1.5,12
14163,1.5,-1.5,18
14164,1.5,-1.5,20
14165,1.5,-1.5,17
14166,1.5,-1.5,24
14167,1.5,-1.5,15
14168,1.5,-1.5,11
14169,1.5,-1.5,13
14170,1.5,-1.5,19
14171,1.5,-1.5,17
14172,1.5,-1.5,20
14173,1.5,-1.5,12
14174,1.5,-1.5,13
14175,1.5,-1.5,18
14176,1.5,-1.5,9
14177,1.5,-1.5,11
14178,1.5,-1.5,21
14179,1.5,-1.5,14
14180,1.5,-1.5,20
14181,1.5,-1.5,14
14182,1.5,-1.5,16
14183,1.5,-1.5,20
14184,1.5,-1.5,18
14185,1.5,-1.5,24
14186,1.5,-1.5,19
14187,1.5,-1.5,18
14188,1.5,-1.5,14
14189,1.5,-1.5,14
14190,1.5,-1.5,14
14191,1.5,-1.5,16
14192,1.5,-1.5,15
14193,1.5,-1.5,21
14194,1.5,-1.5,23
14195,1.5,-1.5,19
14196,1.5,-1.5,13
14197,1.5,-1.5,17
14198,1.5,-1.5,23
14199,1.5,-1.5,13
14200,1.5,-1.5,13
14201,1.5,-1.5,17
14202,1.5,-1.5,13
14203,1.5,-1.5,20
14204,1.5,-1.5,15
14205,1.5,-1.5,16
14206,1.5,-1.5,14
14207,1.5,-1.5,19
14208,1.5,-1.5,12
14209,1.5,-1.5,15
14210,1.5,-1.5,16
14211,1.5,-1.5,14
14212,1.5,-1.5,12
14213,1.5,-1.5,15
14214,1.5,-1.5,16
14215,1.5,-1.5,16
14216,1.5,-1.5,14
14217,1.5,-1.5,19
14218,1.5,-1.5,15
14219,1.5,-1.5,19
14220,1.5,-1.5,20
14221,1.5,-1.5,15
14222,1.5,-1.5,20
14223,1.5,-1.5,16
14224,1.5,-1.5,12
14225,1.5,-1.5,19
14226,1.5,-1.5,16
14227,1.5,-1.5,18
14228,1.5,-1.5,22
14229,1.5,-1.5,15
14230,1.5,-1.5,15
14231,1.5,-1.5,22
14232,1.5,-1.5,15
14233,1.5,-1.5,10
14234,1.5,-1.5,17
14235,1.5,-1.5,10
14236,1.5,-1.5,14
14237,1.5,-1.5,17
14238,1.5,-1.5,10
14239,1.5,-1.5,9
14240,1.5,-1.5,13
14241,1.5,-1.5,11
14242,1.5,-1.5,19
14243,1.5,-1.5,14
14244,1.5,-1.5,14
14245,1.5,-1.5,20
14246,1.5,-1.5,18
14247,1.5,-1.5,17
14248,1.5,-1.5,17
14249,1.5,-1.5,18
14250,1.5,-1.5,9
14251,1.5,-1.5,11
14252,1.5,-1.5,16
14253,1.5,-1.5,14
14254,1.5,-1.5,8
14255,1.5,-1.5,20
14256,1.5,-1.5,13
14257,1.5,-1.5,12
14258,1.5,-1.5,11
14259,1.5,-1.5,17
14260,1.5,-1.5,21
14261,1.5,-1.5,11
14262,1.5,-1.5,22
14263,1.5,-1.5,11
14264,1.5,-1.5,18
14265,1.5,-1.5,15
14266,1.5,-1.5,14
14267,1.5,-1.5,16
14268,1.5,-1.5,24
14269,1.5,-1.5,17
14270,1.5,-1.5,15
14271,1.5,-1.5,20
14272,1.5,-1.5,26
14273,1.5,-1.5,18
14274,1.5,-1.5,17
14275,1.5,-1.5,14
14276,1.5,-1.5,10
14277,1.5,-1.5,12
14278,1.5,-1.5,12
14279,1.5,-1.5,17
14280,1.5,-1.5,12
14281,1.5,-1.5,26
14282,1.5,-1.5,8
14283,1.5,-1.5,22
14284,1.5,-1.5,21
14285,1.5,-1.5,17
14286,1.5,-1.5,13
14287,1.5,-1.5,11
14288,1.5,-1.5,10
14289,1.5,-1.5,15
14290,1.5,-1.5,9
14291,1.5,-1.5,14
14292,1.5,-1.5,17
14293,1.5,-1.5,8
14294,1.5,-1.5,11
14295,1.5,-1.5,22
14296,1.5,-1.5,9
14297,1.5,-1.5,10
14298,1.5,-1.5,17
14299,1.5,-1.5,20
14300,1.5,-1.5,14
14301,1.5,-1.5,21
14302,1.5,-1.5,12
14303,1.5,-1.5,13
14304,1.5,-1.5,15
14305,1.5,-1.5,17
14306,1.5,-1.5,18
14307,1.5,-1.5,18
14308,1.5,-1.5,12
14309,1.5,-1.5,20
14310,1.5,-1.5,15
14311,1.5,-1.5,15
14312,1.5,-1.5,12
14313,1.5,-1.5,19
14314,1.5,-1.5,13
14315,1.5,-1.5,13
14316,1.5,-1.5,18
14317,1.5,-1.5,20
14318,1.5,-1.5,19
14319,1.5,-1.5,13
14320,1.5,-1.5,14
14321,1.5,-1.5,9
14322,1.5,-1.5,17
14323,1.5,-1.5,10
14324,1.5,-1.5,15
14325,1.5,-1.5,18
14326,1.5,-1.5,10
14327,1.5,-1.5,22
14328,1.5,-1.5,20
14329,1.5,-1.5,13
14330,1.5,-1.5,14
14331,1.5,-1.5,11
14332,1.5,-1.5,14
14333,1.5,-1.5,16
14334,1.5,-1.5,14
14335,1.5,-1.5,13
14336,1.5,-1.5,12
14337,1.5,-1.5,26
14338,1.5,-1.5,12
14339,1.5,-1.5,17
14340,1.5,-1.5,19
14341,1.5,-1.5,18
14342,1.5,-1.5,10
14343,1.5,-1.5,19
14344,1.5,-1.5,20
14345,1.5,-1.5,16
14346,1.5,-1.5,13
14347,1.5,-1.5,18
14348,1.5,-1.5,19
14349,1.5,-1.5,17
14350,1.5,-1.5,9
14351,1.5,-1.5,13
14352,1.5,-1.5,11
14353,1.5,-1.5,19
14354,1.5,-1.5,16
14355,1.5,-1.5,14
14356,1.5,-1.5,13
14357,1.5,-1.5,15
14358,1.5,-1.5,15
14359,1.5,-1.5,14
14360,1.5,-1.5,21
14361,1.5,-1.5,13
14362,1.5,-1.5,14
14363,1.5,-1.5,17
14364,1.5,-1.5,14
14365,1.5,-1.5,19
14366,1.5,-1.5,15
14367,1.5,-1.5,19
14368,1.5,-1.5,9
14369,1.5,-1.5,17
14370,1.5,-1.5,13
14371,1.5,-1.5,26
14372,1.5,-1.5,14
14373,1.5,-1.5,12
14374,1.5,-1.5,17
14375,1.5,-1.5,16
14376,1.5,-1.5,17
14377,1.5,-1.5,18
14378,1.5,-1.5,12
14379,1.5,-1.5,14
14380,1.5,-1.5,16
14381,1.5,-1.5,12
14382,1.5,-1.5,10
14383,1.5,-1.5,12
14384,1.5,-1.5,16
14385,1.5,-1.5,12
14386,1.5,-1.5,11
14387,1.5,-1.5,13
14388,1.5,-1.5,11
14389,1.5,-1.5,10
14390,1.5,-1.5,17
14391,1.5,-1.5,9
14392,1.5,-1.5,13
14393,1.5,-1.5,13
14394,1.5,-1.5,15
14395,1.5,-1.5,10
14396,1.5,-1.5,9
14397,1.5,-1.5,16
14398,1.5,-1.5,25
14399,1.5,-1.5,15
14400,1.5,-1.5,13
14401,1.5,-1.5,13
14402,1.5,-1.5,19
14403,1.5,-1.5,23
14404,1.5,-1.5,17
14405,1.5,-1.5,23
14406,1.5,-1.5,7
14407,1.5,-1.5,28
14408,1.5,-1.5,14
14409,1.5,-1.5,12
14410,1.5,-1.5,9
14411,1.5,-1.5,11
14412,1.5,-1.5,11
14413,1.5,-1.5,13
14414,1.5,-1.5,13
14415,1.5,-1.5,23
14416,1.5,-1.5,11
14417,1.5,-1.5,13
14418,1.5,-1.5,22
14419,1.5,-1.5,19
14420,1.5,-1.5,17
14421,1.5,-1.5,12
14422,1.5,-1.5,14
14423,1.5,-1.5,15
14424,1.5,-1.5,12
14425,1.5,-1.5,10
14426,1.5,-1.5,14
14427,1.5,-1.5,17
14428,1.5,-1.5,13
14429,1.5,-1.5,18
14430,1.5,-1.5,8
14431,1.5,-1.5,17
14432,1.5,-1.5,15
14433,1.5,-1.5,15
14434,1.5,-1.5,22
14435,1.5,-1.5,16
14436,1.5,-1.5,12
14437,1.5,-1.5,14
14438,1.5,-1.5,11
14439,1.5,-1.5,17
14440,1.5,-1.5,8
14441,1.5,-1.5,19
14442,1.5,-1.5,22
14443,1.5,-1.5,15
14444,1.5,-1.5,16
14445,1.5,-1.5,16
14446,1.5,-1.5,16
14447,1.5,-1.5,21
14448,1.5,-1.5,9
14449,1.5,-1.5,13
14450,1.5,-1.5,20
14451,1.5,-1.5,17
14452,1.5,-1.5,12
14453,1.5,-1.5,21
14454,1.5,-1.5,19
14455,1.5,-1.5,16
14456,1.5,-1.5,12
14457,1.5,-1.5,7
14458,1.5,-1.5,12
14459,1.5,-1.5,16
14460,1.5,-1.5,15
14461,1.5,-1.5,9
14462,1.5,-1.5,13
14463,1.5,-1.5,10
14464,1.5,-1.5,10
14465,1.5,-1.5,13
14466,1.5,-1.5,18
14467,1.5,-1.5,18
14468,1.5,-1.5,17
14469,1.5,-1.5,19
14470,1.5,-1.5,26
14471,1.5,-1.5,18
14472,1.5,-1.5,6
14473,1.5,-1.5,18
14474,1.5,-1.5,13
14475,1.5,-1.5,15
14476,1.5,-1.5,12
14477,1.5,-1.5,14
14478,1.5,-1.5,19
14479,1.5,-1.5,10
14480,1.5,-1.5,12
14481,1.5,-1.5,13
14482,1.5,-1.5,15
14483,1.5,-1.5,17
14484,1.5,-1.5,20
14485,1.5,-1.5,15
14486,1.5,-1.5,14
14487,1.5,-1.5,14
14488,1.5,-1.5,13
14489,1.5,-1.5,21
14490,1.5,-1.5,11
14491,1.5,-1.5,10
14492,1.5,-1.5,9
14493,1.5,-1.5,20
14494,1.5,-1.5,13
14495,1.5,-1.5,17
14496,1.5,-1.5,13
14497,1.5,-1.5,12
14498,1.5,-1.5,10
14499,1.5,-1.5,20
14500,1.5,-1.5,15
14501,1.5,-1.5,13
14502,1.5,-1.5,16
14503,1.5,-1.5,14
14504,1.5,-1.5,19
14505,1.5,-1.5,12
14506,1.5,-1.5,17
14507,1.5,-1.5,20
14508,1.5,-1.5,9
14509,1.5,-1.5,20
14510,1.5,-1.5,9
14511,1.5,-1.5,13
14512,1.5,-1.5,13
14513,1.5,-1.5,21
14514,1.5,-1.5,14
14515,1.5,-1.5,25
14516,1.5,-1.5,21
14517,1.5,-1.5,22
14518,1.5,-1.5,15
14519,1.5,-1.5,10
14520,1.5,-1.5,13
14521,1.5,-1.5,17
14522,1.5,-1.5,17
14523,1.5,-1.5,11
14524,1.5,-1.5,14
14525,1.5,-1.5,16
14526,1.5,-1.5,19
14527,1.5,-1.5,18
14528,1.5,-1.5,19
14529,1.5,-1.5,10
14530,1.5,-1.5,16
14531,1.5,-1.5,8
14532,1.5,-1.5,18
14533,1.5,-1.5,15
14534,1.5,-1.5,12
14535,1.5,-1.5,9
14536,1.5,-1.5,11
14537,1.5,-1.5,13
14538,1.5,-1.5,21
14539,1.5,-1.5,24
14540,1.5,-1.5,6
14541,1.5,-1.5,9
14542,1.5,-1.5,13
14543,1.5,-1.5,17
14544,1.5,-1.5,13
14545,1.5,-1.5,20
14546,1.5,-1.5,18
14547,1.5,-1.5,18
14548,1.5,-1.5,18
14549,1.5,-1.5,15
14550,1.5,-1.5,19
14551,1.5,-1.5,8
14552,1.5,-1.5,11
14553,1.5,-1.5,12
14554,1.5,-1.5,14
14555,1.5,-1.5,18
14556,1.5,-1.5,11
14557,1.5,-1.5,17
14558,1.5,-1.5,9
14559,1.5,-1.5,15
14560,2.5,-1.5,9
14561,2.5,-1.5,13
14562,2.5,-1.5,9
14563,2.5,-1.5,14
14564,2.5,-1.5,7
14565,2.5,-1.5,8
14566,2.5,-1.5,15
14567,2.5,-1.5,18
14568,2.5,-1.5,11
14569,2.5,-1.5,26
14570,2.5,-1.5,22
14571,2.5,-1.5,14
14572,2.5,-1.5,19
14573,2.5,-1.5,17
14574,2.5,-1.5,12
14575,2.5,-1.5,19
14576,2.5,-1.5,9
14577,2.5,-1.5,18
14578,2.5,-1.5,20
14579,2.5,-1.5,6
14580,2.5,-1.5,14
14581,2.5,-1.5,15
14582,2.5,-1.5,19
14583,2.5,-1.5,16
14584,2.5,-1.5,24
14585,2.5,-1.5,9
14586,2.5,-1.5,15
14587,2.5,-1.5,21
14588,2.5,-1.5,16
14589,2.5,-1.5,16
14590,2.5,-1.5,18
14591,2.5,-1.5,20
14592,2.5,-1.5,15
14593,2.5,-1.5,14
14594,2.5,-1.5,17
14595,2.5,-1.5,10
14596,2.5,-1.5,20
14597,2.5,-1.5,15
14598,2.5,-1.5,17
14599,2.5,-1.5,12
14600,2.5,-1.5,10
14601,2.5,-1.5,16
14602,2.5,-1.5,13
14603,2.5,-1.5,11
14604,2.5,-1.5,15
14605,2.5,-1.5,12
14606,2.5,-1.5,15
14607,2.5,-1.5,14
14608,2.5,-1.5,13
14609,2.5,-1.5,19
14610,2.5,-1.5,18
14611,2.5,-1.5,8
14612,2.5,-1.5,16
14613,2.5,-1.5,23
14614,2.5,-1.5,22
14615,2.5,-1.5,10
14616,2.5,-1.5,16
14617,2.5,-1.5,14
14618,2.5,-1.5,16
14619,2.5,-1.5,12
14620,2.5,-1.5,12
14621,2.5,-1.5,16
14622,2.5,-1.5,14
14623,2.5,-1.5,16
14624,2.5,-1.5,16
14625,2.5,-1.5,12
14626,2.5,-1.5,27
14627,2.5,-1.5,6
14628,2.5,-1.5,19
14629,2.5,-1.5,18
14630,2.5,-1.5,16
14631,2.5,-1.5,16
14632,2.5,-1.5,15
14633,2.5,-1.5,15
14634,2.5,-1.5,11
14635,2.5,-1.5,13
14636,2.5,-1.5,15
14637,2.5,-1.5,17
14638,2.5,-1.5,10
14639,2.5,-1.5,12
14640,2.5,-1.5,16
14641,2.5,-1.5,6
14642,2.5,-1.5,20
14643,2.5,-1.5,10
14644,2.5,-1.5,17
14645,2.5,-1.5,14
14646,2.5,-1.5,12
14647,2.5,-1.5,19
14648,2.5,-1.5,17
14649,2.5,-1.5,17
14650,2.5,-1.5,11
14651,2.5,-1.5,12
14652,2.5,-1.5,14
14653,2.5,-1.5,20
14654,2.5,-1.5,13
14655,2.5,-1.5,11
14656,2.5,-1.5,16
14657,2.5,-1.5,22
14658,2.5,-1.5,23
14659,2.5,-1.5,10
14660,2.5,-1.5,17
14661,2.5,-1.5,16
14662,2.5,-1.5,14
14663,2.5,-1.5,16
14664,2.5,-1.5,19
14665,2.5,-1.5,14
14666,2.5,-1.5,11
14667,2.5,-1.5,13
14668,2.5,-1.5,16
14669,2.5,-1.5,19
14670,2.5,-1.5,17
14671,2.5,-1.5,9
14672,2.5,-1.5,14
14673,2.5,-1.5,19
14674,2.5,-1.5,19
14675,2.5,-1.5,19
14676,2.5,-1.5,17
14677,2.5,-1.5,13
14678,2.5,-1.5,13
14679,2.5,-1.5,17
14680,2.5,-1.5,18
14681,2.5,-1.5,20
14682,2.5,-1.5,18
14683,2.5,-1.5,20
14684,2.5,-1.5,19
14685,2.5,-1.5,13
14686,2.5,-1.5,20
14687,2.5,-1.5,14
14688,2.5,-1.5,20
14689,2.5,-1.5,11
14690,2.5,-1.5,12
14691,2.5,-1.5,14
14692,2.5,-1.5,12
14693,2.5,-1.5,10
14694,2.5,-1.5,18
14695,2.5,-1.5,18
14696,2.5,-1.5,12
14697,2.5,-1.5,15
14698,2.5,-1.5,15
14699,2.5,-1.5,13
14700,2.5,-1.5,14
14701,2.5,-1.5,23
14702,2.5,-1.5,32
14703,2.5,-1.5,10
14704,2.5,-1.5,19
14705,2.5,-1.5,11
14706,2.5,-1.5,17
14707,2.5,-1.5,19
14708,2.5,-1.5,11
14709,2.5,-1.5,16
14710,2.5,-1.5,26
14711,2.5,-1.5,11
14712,2.5,-1.5,16
14713,2.5,-1.5,14
14714,2.5,-1.5,12
14715,2.5,-1.5,15
14716,2.5,-1.5,19
14717,2.5,-1.5,24
14718,2.5,-1.5,21
14719,2.5,-1.5,20
14720,2.5,-1.5,9
14721,2.5,-1.5,11
14722,2.5,-1.5,16
14723,2.5,-1.5,9
14724,2.5,-1.5,18
14725,2.5,-1.5,15
14726,2.5,-1.5,10
14727,2.5,-1.5,14
14728,2.5,-1.5,8
14729,2.5,-1.5,17
14730,2.5,-1.5,16
14731,2.5,-1.5,11
14732,2.5,-1.5,17
14733,2.5,-1.5,16
14734,2.5,-1.5,12
14735,2.5,-1.5,15
14736,2.5,-1.5,13
14737,2.5,-1.5,7
14738,2.5,-1.5,15
14739,2.5,-1.5,11
14740,2.5,-1.5,22
14741,2.5,-1.5,21
14742,2.5,-1.5,19
14743,2.5,-1.5,15
14744,2.5,-1.5,13
14745,2.5,-1.5,15
14746,2.5,-1.5,10
14747,2.5,-1.5,14
14748,2.5,-1.5,15
14749,2.5,-1.5,12
14750,2.5,-1.5,18
14751,2.5,-1.5,18
14752,2.5,-1.5,15
14753,2.5,-1.5,15
14754,2.5,-1.5,13
14755,2.5,-1.5,12
14756,2.5,-1.5,10
14757,2.5,-1.5,12
14758,2.5,-1.5,18
14759,2.5,-1.5,10
14760,2.5,-1.5,15
14761,2.5,-1.5,15
14762,2.5,-1.5,12
14763,2.5,-1.5,11
